"1365","0022","C"
"1366","0022","C"
"1367","0022","C"
"1368","0022","C"
"1369","0022","C"
"137","0050",
"1370","0022","C"
"1371","0022","C"
"1372","0022","C"
"1373","0022","C"
"1374","0022","C"
"1375","0022","C"
"1376","0022","C"
"1377","0022","C"
"1378","0022","A2"
"1379","0022","A2"
"1380","0022","A2"
"1381","0022","A2"
"1382","0022","A2"
"1383","0022","A2"
"1384","0022","A2"
"1385","0022","A2"
"1386","0022","A2"
"1387","0022","A2"
"1388","0022","A2"
"1389","0022","A2"
"139","0036","A1"
"139","0050",
"1390","0022","A2"
"1391","0022","A2"
"1392","0022","A2"
"1393","0022","A2"
"1394","0022","A2"
"1395","0022","A2"
"1396","0022","A2"
"1397","0022","A2"
"1398","0022","A2"
"1399","0022","A2"
"14","0012","A2"
"14","0017","A2"
"14","0020","A2"
"14","0022","C"
"14","0030","C"
"14","0036","MB"
"14","0054","MB"
"1400","0022","A2"
"1401","0012","C"
"1401","0022","A2"
"1402","0012","C"
"1402","0022","A2"
"1403","0012","C"
"1403","0022","A2"
"1404","0012","C"
"1404","0022","A2"
"1405","0012","C"
"1405","0022","A2"
"1406","0012","C"
"1406","0022","A2"
"1407","0012","C"
"1407","0022","A2"
"1408","0012","C"
"1408","0022","A2"
"1409","0022","A2"
"141","0050",
"1410","0012","C"
"1410","0022","A2"
"1411","0012","C"
"1411","0022","A2"
"1412","0012","C"
"1412","0022","A2"
"1413","0022","A2"
"1414","0022","A2"
"1415","0022","A2"
"1416","0022","A2"
"1417","0022","A2"
"1418","0022","A2"
"1419","0022","A2"
"1420","0022","A2"
"1421","0022","A2"
"1422","0022","A2"
"1423","0022","C"
"1424","0022","C"
"1425","0022","C"
"1426","0022","C"
"1427","0022","C"
"1428","0022","C"
"1429","0022","C"
"143","0050",
"1430","0022","C"
"1431","0022","C"
"1432","0022","C"
"1433","0022","C"
"1434","0022","C"
"1435","0022","C"
"1436","0022","C"
"1437","0022","C"
"145","0050",
"146","0018","A1"
"147","0018","A1"
"147","0050",
"148","0018","A1"
"149","0018","A1"
"149","0036","A1"
"149","0050",
"15","0012","A2"
"15","0017","C"
"15","0020","A2"
"15","0022","C"
"15","0030","C"
"15","0047","MB"
"150","0018","A1"
"1501","0012","C"
"1502","0012","C"
"1503","0012","C"
"1504","0012","C"
"1505","0012","C"
"1506","0012","C"
"1507","0012","C"
"1508","0012","C"
"1509","0012","C"
"151","0018","A1"
"151","0050",
"1510","0012","C"
"1511","0012","C"
"1512","0012","C"
"1513","0012","C"
"1514","0012","C"
"1515","0012","C"
"1516","0012","C"
"1517","0012","C"
"1518","0012","C"
"1519","0012","C"
"152","0018","A1"
"1520","0012","C"
"1521","0012","C"
"1522","0012","C"
"1523","0012","C"
"1524","0012","C"
"1525","0012","C"
"1526","0012","C"
"1527","0012","C"
"1528","0012","C"
"1529","0012","C"
"153","0018","A1"
"153","0050",
"1530","0012","C"
